Course Code,Description,Level,Start Date,End Date,Start time,End time,Weeks,Total Hours,Venue,Address,Postcode,Latitude,Longitude,Full Fee,Early Enrolment Fee
Assessment required - please call 01422 392820 to book,Entry level Functional Skills - Maths,Entry,26/02/2020,15/07/2020,9.30,12.30,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Everday Maths for All @The Space,Entry-L2,27/02/2020,16/07/2020,9.00,12.00,18,54,The Space @ Field Lane,"Burnsall Road, Rastrick, Brighouse",HD6 3JT,53.69009,-1.80299, �-   , �-   
Assessment required - please call 01422 392820 to book,Level 1 & 2 Functional Skills - English,L1 & 2,26/02/2020,15/07/2020,18.00,21.00,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Level 1 & 2 Functional Skills - Maths ,L1 & 2,26/02/2020,15/07/2020,18.00,21.00,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Level 1 Functional Skills - English,L1,25/02/2020,14/07/2020,12.30,15.30,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Level 1 Functional Skills - Maths,L1 ,26/02/2020,15/07/2020,13.00,16.00,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Level 2 Functional Skills - English,L2,26/02/2020,15/07/2020,12.30,15.30,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Level 2 Functional Skills - Maths,L2,27/02/2020,16/07/2020,13.00,16.00,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Maths (for learners with Dyslexia and Dyscalculia),Entry-L2,25/02/2020,14/07/2020,12.30,15.30,18,54,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
Assessment required - please call 01422 392820 to book,Step Up to English - Improvers,Entry,22/04/2020,15/07/2020,9.30,12.00,12,30,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307, �-   , �-   
WP00020,Dyslexia Awareness,L1,28/02/2020,06/03/2020,9.30,15.00,2,10,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�28.00, n/a 
WP00021,Emergency First Aid at Work,L3,29/02/2020,29/02/2020,9.00,16.30,1,7,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�42.00, n/a 
WP00022,Paediatric First Aid,L3,25/01/2020,01/02/2020,9.00,16.30,2,14,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�65.00, n/a 
WP00023,First Aid at Work,L3,15/01/2020,17/01/2020,9.00,16.30,1,21,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�100.00, n/a 
WP00024,Food Safety,L2,13/05/2020,20/05/2020,9.30,15.00,2,10,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�65.00, n/a 
WP00025,Food Safety,L2,03/06/2020,10/06/2020,9.30,15.00,2,10,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�65.00, n/a 
WP00026,Emergency First Aid at Work,L3,13/06/2020,13/06/2020,9.00,16.30,1,7,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�42.00, n/a 
WP00027,First Aid at Work Refresher (Re-qualification),L3,23/07/2020,24/07/2020,9.00,16.30,1,14,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�65.00, n/a 
WP00028,Paediatric First Aid,L3,16/05/2020,23/05/2020,9.00,16.30,2,14,Heath (CAL),"Free School Ln, Halifax",HX1 2PS,53.71241,-1.86307,�65.00, n/a 
